Date,EM,BWT,FWT,DTW,Forget,Update,Time
2019-1,14.83080744,,,15.537475,,,1522.009681
2019-1,14.83080744,,,15.537475,,,1522.009681
2019-2,11.54929577,-3.705585189,6.009389671,15.661685,0,0,71.7083602
2019-2,11.54929577,-3.705585189,6.009389671,15.661685,0,0,71.7083602
2019-3,12.59968102,1.784037559,8.293460925,3.5946584,0,0,56.19230151
2019-3,12.59968102,1.784037559,8.293460925,3.5946584,0,0,56.19230151
2019-4,22.12692967,-5.582137161,11.32075472,3.4140043,0,0,56.3471067
2019-4,22.12692967,-5.582137161,11.32075472,3.4140043,0,0,56.3471067
2019-5,14.38356164,-2.572898799,5.479452055,5.6138663,0,0,57.18092513
2019-5,14.38356164,-2.572898799,5.479452055,5.6138663,0,0,57.18092513
2019-6,7.353865493,-5.650684932,5.122564425,6.422088,0,0,166.9545963
2019-6,7.353865493,-5.650684932,5.122564425,6.422088,0,0,166.9545963
2019-7,20.1309329,-2.954116908,12.4386252,6.8080997,0,0,137.5311756
2019-7,20.1309329,-2.954116908,12.4386252,6.8080997,0,0,137.5311756
2019-8,7.097186701,0.245499182,5.115089514,5.23141,0,0,97.47453046
2019-8,7.097186701,0.245499182,5.115089514,5.23141,0,0,97.47453046
2019-9,8.376963351,4.411764706,4.319371728,4.2404284,0,0,64.43520641
2019-9,8.376963351,4.411764706,4.319371728,4.2404284,0,0,64.43520641
2019-10,16.1341853,-1.701570681,9.904153355,3.4327147,0,0,60.20119667
2019-10,16.1341853,-1.701570681,9.904153355,3.4327147,0,0,60.20119667
2019-11,14.69465649,-1.277955272,11.06870229,3.2930043,0,0,54.99966908
2019-11,14.69465649,-1.277955272,11.06870229,3.2930043,0,0,54.99966908
2019-12,15.45293073,-5.916030534,6.74955595,7.5848103,0,0,58.32457113
2019-12,15.45293073,-5.916030534,6.74955595,7.5848103,0,0,58.32457113
2020-1,7.730706962,-4.795737123,5.652995143,7.7299213,0,0,344.9516973
2020-1,7.730706962,-4.795737123,5.652995143,7.7299213,0,0,344.9516973
2020-2,17.01388889,-1.416621695,11.9212963,7.922987,0,0,68.38989544
2020-2,17.01388889,-1.416621695,11.9212963,7.922987,0,0,68.38989544
2020-3,41.75,-3.935185185,5.75,3.899763,0,0,65.86712265
2020-3,41.75,-3.935185185,5.75,3.899763,0,0,65.86712265
2020-4,27.44630072,-0.125,18.85441527,3.432947,0,0,51.17910719
2020-4,27.44630072,-0.125,18.85441527,3.432947,0,0,51.17910719
