Date,EM,BWT,FWT,DTW,Forget,Update,Time
2019-1,17.26639009,,,15.51268,,,2030.457339
2019-1,17.26639009,,,15.51268,,,2030.457339
2019-2,16.15023474,-4.921965399,8.450704225,15.676215,0.059154224,0.010036056,90.91038108
2019-2,16.15023474,-4.921965399,8.450704225,15.676215,0.059154224,0.010036056,90.91038108
2019-3,16.90590112,1.314553991,10.36682616,3.5949717,0.006420165,0.006131298,66.81355596
2019-3,16.90590112,1.314553991,10.36682616,3.5949717,0.006420165,0.006131298,66.81355596
2019-4,26.24356775,-6.220095694,15.09433962,3.4141345,0.003829369,0.004285627,62.09115028
2019-4,26.24356775,-6.220095694,15.09433962,3.4141345,0.003829369,0.004285627,62.09115028
2019-5,20.54794521,-2.915951973,8.904109589,5.6203237,0.006547227,0.006861635,63.97407985
2019-5,20.54794521,-2.915951973,8.904109589,5.6203237,0.006547227,0.006861635,63.97407985
2019-6,9.773727216,-7.363013699,6.66247643,6.3907275,0.011606221,0.035232518,205.8416617
2019-6,9.773727216,-7.363013699,6.66247643,6.3907275,0.011606221,0.035232518,205.8416617
2019-7,28.55973813,-1.665619107,24.26350245,6.776754,0.01138174,0.009972904,165.8527725
2019-7,28.55973813,-1.665619107,24.26350245,6.776754,0.01138174,0.009972904,165.8527725
2019-8,18.28644501,-5.89198036,14.00255754,5.195896,0.011773962,0.010391921,114.1286812
2019-8,18.28644501,-5.89198036,14.00255754,5.195896,0.011773962,0.010391921,114.1286812
2019-9,10.34031414,-1.21483376,5.759162304,4.216584,0.004113864,0.003613568,68.23409486
2019-9,10.34031414,-1.21483376,5.759162304,4.216584,0.004113864,0.003613568,68.23409486
2019-10,21.56549521,-3.272251309,15.17571885,3.421737,0.003714408,0.004087523,62.64354682
2019-10,21.56549521,-3.272251309,15.17571885,3.421737,0.003714408,0.004087523,62.64354682
2019-11,18.70229008,-5.431309904,12.02290076,3.2927473,0.005493714,0.005079848,56.43961167
2019-11,18.70229008,-5.431309904,12.02290076,3.2927473,0.005493714,0.005079848,56.43961167
2019-12,18.65008881,-6.488549618,10.30195382,7.571827,0.00300489,0.004427321,57.68993235
2019-12,18.65008881,-6.488549618,10.30195382,7.571827,0.00300489,0.004427321,57.68993235
2020-1,10.33459255,-7.992895204,7.757690232,7.6917048,0.006619921,0.03416309,444.743907
2020-1,10.33459255,-7.992895204,7.757690232,7.6917048,0.006619921,0.03416309,444.743907
2020-2,19.67592593,-1.376146789,15.0462963,7.86402,0.022008518,0.008414491,78.6287055
2020-2,19.67592593,-1.376146789,15.0462963,7.86402,0.022008518,0.008414491,78.6287055
2020-3,43.25,-3.819444444,8.375,3.8778808,0.005313,0.005077646,72.53646088
2020-3,43.25,-3.819444444,8.375,3.8778808,0.005313,0.005077646,72.53646088
2020-4,29.83293556,-0.375,21.00238663,3.4148502,0.003312395,0.003598023,49.92988467
2020-4,29.83293556,-0.375,21.00238663,3.4148502,0.003312395,0.003598023,49.92988467
2020-5,21.22302158,-11.93317422,12.23021583,4.4383316,0.002922613,0.002851452,42.02901363
2020-5,21.22302158,-11.93317422,12.23021583,4.4383316,0.002922613,0.002851452,42.02901363
2020-6,10.92394079,-5.755395683,6.482899438,4.883867,0.003280913,0.00993874,133.798367
2020-6,10.92394079,-5.755395683,6.482899438,4.883867,0.003280913,0.00993874,133.798367
2020-7,18.67308721,-3.318019398,7.437132156,5.4060593,0.009252043,0.014194117,133.2706945
2020-7,18.67308721,-3.318019398,7.437132156,5.4060593,0.009252043,0.014194117,133.2706945
2020-8,14.63607595,-5.082932049,4.509493671,4.6407213,0.009439696,0.007267169,95.76972604
2020-8,14.63607595,-5.082932049,4.509493671,4.6407213,0.009439696,0.007267169,95.76972604
2020-9,15.80952381,-2.452531646,9.333333333,4.397181,0.005298181,0.005481836,84.26617432
2020-9,15.80952381,-2.452531646,9.333333333,4.397181,0.005298181,0.005481836,84.26617432
2020-10,15.30201342,-3.619047619,6.979865772,3.9134157,0.01060149,0.009244214,66.911134
2020-10,15.30201342,-3.619047619,6.979865772,3.9134157,0.01060149,0.009244214,66.911134
2020-11,17.00819672,-1.879194631,12.70491803,3.3123808,0.00453226,0.004540692,51.75562525
2020-11,17.00819672,-1.879194631,12.70491803,3.3123808,0.00453226,0.004540692,51.75562525
2020-12,22.73901809,-4.303278689,13.69509044,6.759087,0.003945937,0.004577186,47.0753243
2020-12,22.73901809,-4.303278689,13.69509044,6.759087,0.003945937,0.004577186,47.0753243
2021-1,16.07142857,-9.043927649,11.99534161,6.83578,0.010813938,0.034932077,315.5570474
2021-1,16.07142857,-9.043927649,11.99534161,6.83578,0.010813938,0.034932077,315.5570474
2021-2,11.20107962,-2.542701863,5.937921727,6.8969502,0.012650399,0.004979181,66.05074596
2021-2,11.20107962,-2.542701863,5.937921727,6.8969502,0.012650399,0.004979181,66.05074596
2021-3,16.63778163,-1.619433198,10.74523397,3.3490646,0.003044253,0.003304578,58.02876854
2021-3,16.63778163,-1.619433198,10.74523397,3.3490646,0.003044253,0.003304578,58.02876854
2021-4,43.29608939,-3.292894281,35.89385475,3.101956,0.006190303,0.00702162,65.5081718
2021-4,43.29608939,-3.292894281,35.89385475,3.101956,0.006190303,0.00702162,65.5081718
2021-5,22.64150943,-1.117318436,15.56603774,4.3830194,0.003078459,0.003410269,49.56231189
2021-5,22.64150943,-1.117318436,15.56603774,4.3830194,0.003078459,0.003410269,49.56231189
2021-6,12.99060254,-1.650943396,7.904919845,4.834678,0.005513371,0.0097562,130.1057827
2021-6,12.99060254,-1.650943396,7.904919845,4.834678,0.005513371,0.0097562,130.1057827
2021-7,13.54104254,-3.703703704,9.167165968,5.0946255,0.007041685,0.006720896,119.0036888
2021-7,13.54104254,-3.703703704,9.167165968,5.0946255,0.007041685,0.006720896,119.0036888
2021-8,11.32478632,-3.235470342,6.837606838,4.1606193,0.0072147,0.006598342,77.36615968
2021-8,11.32478632,-3.235470342,6.837606838,4.1606193,0.0072147,0.006598342,77.36615968
2021-9,19.63746224,-2.884615385,13.89728097,3.7341712,0.007371315,0.007087266,65.04759789
2021-9,19.63746224,-2.884615385,13.89728097,3.7341712,0.007371315,0.007087266,65.04759789
2021-10,38.99521531,-6.64652568,14.11483254,3.4235358,0.004312799,0.006732594,72.16852188
2021-10,38.99521531,-6.64652568,14.11483254,3.4235358,0.004312799,0.006732594,72.16852188
2021-11,22.8,-2.033492823,14.2,3.16434,0.003542163,0.003548899,53.41159034
2021-11,22.8,-2.033492823,14.2,3.16434,0.003542163,0.003548899,53.41159034
2021-12,19.01408451,-1.6,8.215962441,5.8641834,0.003348733,0.004010602,48.16528177
2021-12,19.01408451,-1.6,8.215962441,5.8641834,0.003348733,0.004010602,48.16528177
2022-1,13.57027464,-3.755868545,9.235325794,5.8721795,0.008065362,0.026176848,233.9749784
2022-1,13.57027464,-3.755868545,9.235325794,5.8721795,0.008065362,0.026176848,233.9749784
2022-2,16.94599628,-1.615508885,10.98696462,5.8953147,0.0090423,0.003475467,55.22359228
2022-2,16.94599628,-1.615508885,10.98696462,5.8953147,0.0090423,0.003475467,55.22359228
2022-3,22.49488753,-4.283054004,15.54192229,3.0268877,0.002437903,0.003445069,53.45346737
2022-3,22.49488753,-4.283054004,15.54192229,3.0268877,0.002437903,0.003445069,53.45346737
2022-4,34.30232558,-8.99795501,15.69767442,2.9593878,0.0073136,0.007903171,65.09192419
2022-4,34.30232558,-8.99795501,15.69767442,2.9593878,0.0073136,0.007903171,65.09192419
2022-5,29.62483829,-9.88372093,15.39456662,4.1766396,0.004806889,0.005525665,68.44131851
2022-5,29.62483829,-9.88372093,15.39456662,4.1766396,0.004806889,0.005525665,68.44131851
2022-6,23.48734873,-7.632600259,14.90649065,4.7402864,0.00443056,0.009015499,127.2036958
2022-6,23.48734873,-7.632600259,14.90649065,4.7402864,0.00443056,0.009015499,127.2036958
2022-7,16.99819168,-3.355335534,11.75406872,4.9137077,0.007367947,0.006275852,88.369313
2022-7,16.99819168,-3.355335534,11.75406872,4.9137077,0.007367947,0.006275852,88.369313
2022-8,19.81132075,-1.627486438,13.47708895,4.039679,0.005545126,0.004941396,67.16031814
2022-8,19.81132075,-1.627486438,13.47708895,4.039679,0.005545126,0.004941396,67.16031814
2022-9,32.43243243,-8.355795148,23.27327327,3.3784735,0.004287605,0.004330988,62.06084728
2022-9,32.43243243,-8.355795148,23.27327327,3.3784735,0.004287605,0.004330988,62.06084728
2022-10,27.25366876,-7.507507508,14.04612159,3.0374975,0.00357701,0.003669107,51.17497444
2022-10,27.25366876,-7.507507508,14.04612159,3.0374975,0.00357701,0.003669107,51.17497444
2022-11,48.36852207,-7.966457023,41.26679463,2.7278407,0.003431731,0.004422855,56.86674881
2022-11,48.36852207,-7.966457023,41.26679463,2.7278407,0.003431731,0.004422855,56.86674881
2022-12,19.32773109,-2.111324376,6.162464986,4.1143894,0.00276939,0.003655484,44.47805929
2022-12,19.32773109,-2.111324376,6.162464986,4.1143894,0.00276939,0.003655484,44.47805929
2023-1,17.21362229,-3.081232493,12.13622291,4.123205,0.002730197,0.00909637,116.5252833
2023-1,17.21362229,-3.081232493,12.13622291,4.123205,0.002730197,0.00909637,116.5252833
2023-2,14.4772118,-2.105263158,5.898123324,4.1224365,0.003953931,0.002664498,47.3285563
2023-2,14.4772118,-2.105263158,5.898123324,4.1224365,0.003953931,0.002664498,47.3285563
2023-3,23.58208955,-3.753351206,17.01492537,2.5025508,0.00184428,0.002233351,43.50045538
2023-3,23.58208955,-3.753351206,17.01492537,2.5025508,0.00184428,0.002233351,43.50045538
2023-4,27.72727273,-3.582089552,17.27272727,2.2447736,0.001767744,0.002091217,38.3309629
2023-4,27.72727273,-3.582089552,17.27272727,2.2447736,0.001767744,0.002091217,38.3309629
2023-5,34.22818792,-9.545454545,26.84563758,1.7967376,0.001438061,0.001950279,33.25495005
2023-5,34.22818792,-9.545454545,26.84563758,1.7967376,0.001438061,0.001950279,33.25495005
,21.36599006,-4.317482857,13.11432933,4.901868068,0.006971125,0.007854702,6718.206938
,23.80376803,-4.427914952,8.375,4.901868068,0.006971125,0.007854702,910.7651758
