Date,EM,BWT,FWT,Time
2019-1,0.9906019812039624,,,251.8632688522339
2019-2,0.18779342723004694,-0.033866734400135434,0.0,14.877872943878174
2019-3,0.3189792663476874,0.0,0.1594896331738437,11.2407386302948
2019-4,0.0,0.0,0.0,11.3686683177948
2019-5,0.17123287671232876,0.0,0.0,11.243792533874512
2019-6,0.21998742928975487,0.0,-0.1257071024512885,29.175435066223145
2019-7,0.08183306055646482,0.0,0.0,24.20291256904602
2019-8,0.0,0.0,0.0,18.23576331138611
2019-9,0.13089005235602094,0.0,0.0,12.534011840820312
2019-10,0.3194888178913738,0.0,0.0,11.4964759349823
2019-11,0.3816793893129771,0.0,0.0,10.492441892623901
2019-12,0.3552397868561279,0.0,0.0,11.228985071182251
2020-1,0.2023745277927685,0.17761989342806395,0.01349163518618457,58.06763553619385
2020-2,0.11574074074074074,-0.01349163518618457,0.0,13.293818712234497
2020-3,0.5,0.0,0.0,13.284636735916138
2020-4,0.0,0.0,0.0,9.84915280342102
2020-5,0.0,0.0,0.0,8.449395895004272
2020-6,0.10209290454313426,0.0,0.0,20.852231740951538
2020-7,0.32102728731942215,-0.05104645227156713,-0.2140181915462815,20.45435404777527
2020-8,0.07911392405063292,0.2140181915462815,0.07911392405063292,16.06083035469055
2020-9,0.0,-0.07911392405063292,0.0,14.69553279876709
2020-10,0.2684563758389262,0.0,0.0,12.569857597351074
2020-11,0.0,0.0,0.0,10.165863275527954
2020-12,0.5167958656330749,0.0,0.0,9.18721628189087
2021-1,0.21350931677018634,0.25839793281653756,0.019409937888198753,42.667155742645264
2021-2,0.0,-0.019409937888198753,0.0,12.648212432861328
2021-3,0.0,0.0,0.0,11.296069145202637
2021-4,0.41899441340782123,0.0,0.0,12.096324443817139
2021-5,0.4716981132075472,0.0,0.0,9.48515248298645
2021-6,0.16583747927031509,0.0,0.0,19.795349597930908
2021-7,0.05991611743559017,0.0,0.0,18.724843978881836
2021-8,0.21367521367521367,0.0,0.0,13.658470153808594
2021-9,0.0,0.0,0.0,11.792104721069336
2021-10,0.3588516746411483,0.0,0.0,13.100521326065063
2021-11,0.4,0.0,0.0,10.430763721466064
2021-12,0.4694835680751174,0.0,0.0,9.699602603912354
2022-1,0.1884760366182014,0.0,0.0,32.821640491485596
2022-2,0.0,-0.026925148088314477,0.0,10.560154438018799
2022-3,0.40899795501022496,0.0,0.0,10.468212366104126
2022-4,0.5813953488372093,0.0,0.29069767441860467,12.158794403076172
2022-5,0.38809831824062097,-0.14534883720930236,-0.129366106080207,12.764079093933105
2022-6,0.05500550055005501,-0.129366106080207,-0.05500550055005501,19.69515585899353
2022-7,0.18083182640144665,0.05500550055005501,0.0,14.81559443473816
2022-8,0.2695417789757412,0.0,0.0,12.32466197013855
2022-9,0.15015015015015015,0.0,0.0,12.278565883636475
2022-10,0.20964360587002095,0.0,0.0,10.03597116470337
2022-11,0.19193857965451055,0.0,0.0,10.433122158050537
2022-12,0.8403361344537815,0.0,0.0,9.075057983398438
2023-1,0.3715170278637771,0.0,0.0,18.702457427978516
2023-2,0.0,0.0,0.0,9.199450254440308
2023-3,0.5970149253731343,0.0,0.0,9.151751518249512
2023-4,1.3636363636363635,0.0,0.0,7.5931384563446045
2023-5,1.342281879194631,0.0,0.0,6.680466413497925
2023-6,1.342281879194631,0.0,0.0,3.7239365577697754
