Date,EM,BWT,FWT,Time
Date,EM,BWT,FWT,Time
Date,EM,BWT,FWT,Time
Date,EM,BWT,FWT,Time
2019-1,0.29068947026782943,,,363.2337520122528
Date,EM,BWT,FWT,Time
2019-1,0.4572009144018288,,,316.4837558269501
2019-2,0.0,-0.09595574746705049,-0.09389671361502347,16.72064208984375
2019-3,0.3189792663476874,0.09389671361502347,0.1594896331738437,12.232601165771484
2019-4,0.5145797598627787,-0.1594896331738437,0.17152658662092624,12.073752641677856
2019-5,0.5136986301369864,0.0,0.0,12.301002979278564
2019-6,0.28284098051539913,-0.17123287671232884,-0.06285355122564423,34.8582227230072
2019-7,0.32733224222585927,-0.031426775612822144,0.0,28.546377182006836
2019-8,0.1278772378516624,-0.12274959083469725,-0.06393861892583119,21.045508861541748
2019-9,0.13089005235602094,0.0,0.0,13.801532983779907
2019-10,0.4792332268370607,0.0,0.15974440894568692,12.424590826034546
2019-11,0.3816793893129771,0.15974440894568687,0.0,11.663445234298706
2019-12,0.3552397868561279,0.0,-0.17761989342806395,12.345614433288574
2020-1,0.16189962223421478,-0.17761989342806395,-0.02698327037236914,71.85351634025574
2020-2,0.0,0.02698327037236914,0.0,14.69264554977417
2020-3,0.125,0.0,0.0,14.603939294815063
2020-4,0.477326968973747,0.125,0.0,10.884649515151978
2020-5,0.0,0.0,0.0,8.760765075683594
2020-6,0.10209290454313426,0.0,0.0,24.299737453460693
2020-7,0.588550026752274,0.0,0.10700909577314072,23.729816913604736
2020-8,0.15822784810126583,-0.10700909577314072,-0.07911392405063289,18.05603790283203
2020-9,0.19047619047619047,0.07911392405063289,0.0,16.65352988243103
2020-10,0.1342281879194631,-0.09523809523809523,0.0,13.877650260925293
2020-11,0.0,0.0,0.0,11.240356206893921
2020-12,0.25839793281653745,0.0,0.0,9.859240055084229
2021-1,0.1358695652173913,0.0,0.0,52.23018002510071
2021-2,0.1349527665317139,-0.038819875776397506,0.0,13.835494756698608
2021-3,0.0,-0.1349527665317139,0.0,12.198195219039917
2021-4,0.27932960893854747,0.0,0.0,13.479991912841797
2021-5,0.4716981132075472,0.13966480446927376,0.0,10.55029010772705
2021-6,0.16583747927031509,0.0,0.055279159756771695,23.04995632171631
2021-7,0.11983223487118035,-0.055279159756771695,0.0,21.695101976394653
2021-8,0.32051282051282054,0.05991611743559018,0.10683760683760687,15.559285640716553
2021-9,0.0,0.0,0.0,13.480424165725708
2021-10,0.5980861244019139,0.0,-0.23923444976076558,14.662204265594482
2021-11,0.2,0.0,0.0,11.212327241897583
2021-12,0.4694835680751174,0.39999999999999997,0.0,10.294808626174927
2022-1,0.29617662897145935,0.0,0.026925148088314477,39.618144035339355
2022-2,0.931098696461825,-0.026925148088314477,0.18621973929236502,11.40968132019043
2022-3,0.20449897750511248,0.0,0.0,11.143304347991943
2022-4,0.14534883720930233,-0.20449897750511248,0.0,13.523393392562866
2022-5,0.258732212160414,0.14534883720930233,0.258732212160414,14.061702728271484
2022-6,0.22002200220022003,-0.129366106080207,0.0,23.018759727478027
2022-7,0.09041591320072333,-0.055005500550055014,-0.09041591320072333,16.849557876586914
2022-8,0.1347708894878706,0.09041591320072333,0.0,14.018609523773193
2022-9,0.0,0.0,0.0,13.270490646362305
2022-10,0.20964360587002095,0.0,0.0,10.75985336303711
2022-11,0.0,0.0,0.0,11.389384031295776
2022-12,0.0,0.0,0.0,10.039003610610962
2023-1,0.06191950464396285,0.0,-0.06191950464396285,21.571431159973145
2023-2,0.0,0.18575851393188855,-0.2680965147453083,9.946992874145508
2023-3,0.0,0.2680965147453083,0.0,10.01649260520935
2023-4,0.0,0.29850746268656714,0.0,7.9247212409973145
2023-5,0.6711409395973155,0.0,0.0,7.122302770614624
2023-6,0.6711409395973155,0.0,0.0,3.7818145751953125
