Date,EM,BWT,FWT,Time
2019-1,0.44591200293511696,,,250.22381162643433
2019-2,0.09389671361502347,-0.011288911466711793,0.0,14.820345640182495
2019-3,0.1594896331738437,0.0,0.0,11.31336236000061
2019-4,0.0,0.0,0.0,11.125926494598389
2019-5,0.17123287671232876,0.0,0.0,11.316319942474365
2019-6,0.18856065367693275,0.0,-0.031426775612822117,29.225385665893555
2019-7,0.20458265139116202,0.0,0.0,24.259299755096436
2019-8,0.1278772378516624,0.0,0.0,18.10669779777527
2019-9,0.13089005235602094,0.0,0.0,12.573142051696777
2019-10,0.3194888178913738,0.0,0.0,11.178537607192993
2019-11,0.0,0.0,0.0,10.88484787940979
2019-12,0.17761989342806395,0.0,0.0,11.021036148071289
2020-1,0.22935779816513763,0.0,0.0,58.08403706550598
2020-2,0.0,0.0,0.0,13.404826641082764
2020-3,0.125,0.0,0.0,13.40203070640564
2020-4,0.0,0.0,0.0,10.04393744468689
2020-5,0.3597122302158273,0.0,0.0,8.461795568466187
2020-6,0.10209290454313426,0.0,0.0,21.075767040252686
2020-7,0.8025682182985554,0.0,0.0,20.295515298843384
2020-8,0.31645569620253167,0.0,0.0,16.040054321289062
2020-9,0.09523809523809523,0.0,0.0,14.896485328674316
2020-10,0.1342281879194631,0.0,0.0,12.773275375366211
2020-11,0.0,0.0,0.0,10.007453203201294
2020-12,0.7751937984496124,0.0,0.0,9.265412092208862
2021-1,0.1358695652173913,0.0,0.0,42.85418772697449
2021-2,0.1349527665317139,0.0,0.0,12.56822419166565
2021-3,0.0,0.0,0.0,11.127495765686035
2021-4,0.27932960893854747,0.0,0.0,12.138655424118042
2021-5,0.2358490566037736,0.0,0.0,9.599445104598999
2021-6,0.16583747927031509,0.0,0.0,19.84493088722229
2021-7,0.17974835230677053,0.0,0.0,18.705458879470825
2021-8,0.32051282051282054,0.0,0.0,13.64468765258789
2021-9,0.0,0.0,0.0,12.246149063110352
2021-10,0.5980861244019139,0.0,0.0,13.371336221694946
2021-11,0.2,0.0,0.0,10.513233423233032
2021-12,0.2347417840375587,0.0,0.0,9.729642629623413
2022-1,0.24232633279483037,0.0,0.0,32.802101373672485
2022-2,1.1173184357541899,0.0,0.0,10.540077447891235
2022-3,0.0,0.0,0.0,10.384821891784668
2022-4,0.5813953488372093,0.0,0.0,12.180121660232544
2022-5,0.38809831824062097,0.0,0.0,12.835092067718506
2022-6,0.16501650165016502,0.0,0.0,20.136258363723755
2022-7,0.45207956600361665,0.0,0.0,14.908626556396484
2022-8,0.1347708894878706,0.0,0.0,12.6382315158844
2022-9,0.0,0.0,0.0,12.278002500534058
2022-10,0.0,0.0,0.0,10.271907806396484
2022-11,0.19193857965451055,0.0,0.0,10.59755277633667
2022-12,0.0,0.0,0.0,9.260730981826782
2023-1,0.1238390092879257,0.0,0.0,18.69964909553528
2023-2,0.0,0.0,0.0,9.500181913375854
2023-3,0.0,0.0,0.0,9.451316595077515
2023-4,0.0,0.0,0.0,7.864463806152344
2023-5,0.6711409395973155,0.0,0.0,6.463169574737549
2023-6,0.6711409395973155,0.0,0.0,3.747915029525757
